N°,name,previous_name,label_fr,fr_pcg82,fr_pcga
739,,animal_medicine_matter_expenses,Produits de défense des animaux,,6015
740,,animal_reproduction_matter_expenses,Produits de reproduction animale,,6016
741,,packaging,Emballages,,6017
742,,,Emballages perdus,,60171
743,,,Emballages récupérables non identifiables,,60175
744,,,Emballages à usage mixte,,60177
745,,,Combustibles,,6018
746,,other_supply_expenses,Achats d’autres approvisionnements,602,602
747,,fuel_matter_expenses,Carburants et lubrifiants,,6021
748,,maintenances_consumables_expenses,Produits d'entretien,,6022
749,workshop_and_warehouse_supplies_expenses,,Fournitures d'atelier et de magasin,,6023
750,,office_supply_matter_expenses,Fournitures de bureau,,6024
751,staff_supply_expenses,,Denrées et fournitures pour le personnel,,6025
752,,materials_expenses,Matériaux divers,,6026
753,,other_consumable_matter_expenses,Autres fournitures consommables,,6027
754,,raw_material_expenses,Matières premières,,6028
755,,stocks_variation,Variation des stocks (approvisionnements et marchandises),603,603
756,,supply_stocks_variation,Variation des stocks d’approvisionnements,,6031
757,,fertilizer_stocks_variation,Engrais et amendements,,60311
758,,seed_stocks_variation,Semences et plants,,60312
759,,plant_medicine_stocks_variation,Produits de défense des végétaux,,60313
760,,livestock_feed_stocks_variation,Aliments du bétail,,60314
761,,animal_medicine_stocks_variation,Produits de défense des animaux,,60315
762,,animal_reproduction_stocks_variation,Produits de reproduction animale,,60316
763,packaging_stocks_variation,,Emballages,,60317
764,,,Emballages perdus,,603171
765,,,Emballages récupérables non identifiables,,603175
766,,,Emballages à usage mixte,,603177
767,,,Combustibles,,60318
768,,other_supply_stocks_variation,Variation de stocks des autres approvisionnements,6032,6032
769,,,Carburants et lubrifiants,,60321
770,maintenances_consumables_stocks_variation,,Produits d'entretien,,60322
771,workshop_and_warehouse_supplies_stocks_variation,,Fournitures d'atelier et de magasin,,60323
772,office_supply_matter_stocks_variation,,Fournitures de bureau,,60324
773,staff_supply_stocks_variation,,Denrées et fournitures pour le personnel,,60325
774,materials_stocks_variation,,Matériaux divers,,60326
775,other_consumable_matter_stocks_variation,,Autres fournitures consommables,,60327
776,raw_material_stocks_variation,,Matières premières,,60328
777,,merchandising_stocks_variation,Variation des stocks de marchandises,6037,6037
778,animal_purchase_expenses,services_expenses,Achats d’animaux,,604
779,,adult_animal_expenses,,,6041
780,,young_animal_expenses,,,6042
781,,other_animal_expenses,,,6045
782,,making_services_expenses,Achats de travaux et services incorporés aux produits,,605
783,,vegetals_making_services_expenses,,,6051
784,animals_making_expenses,animals_making_expenses_expenses,Achats de prestations de services (productions animales),,6054
785,,unstorable_expenses,Achats non stockés de fournitures,606,606
786,,,"Fournitures non stockables (eau, énergie, …)",,6061
787,,gas_expenses,Gaz,,6062
788,,electricity_expenses,Électricité,,6063
789,,fuels_expenses,Carburants et lubrifiants,,6064
790,,irrigation_expenses,Eau d’irrigation,,6065
791,,little_office_equipment_expenses,Fournitures d'entretien et de petit équipement,,6066
792,,,Autres fournitures non stockées,,6068
793,,merchandising_expenses,Achats de marchandises,607,607
794,,merchandising_accessory_expenses,"(Compte réservé, le cas échéant, à la récapitulation des frais accessoires incorporés aux achats)",608,608
795,,discount_and_reductions_expenses,"Rabais, remises et ristournes obtenus sur achats",609,609
796,,,D’approvisionnements,,6091
797,,,d'autres approvisionnements stockés,6092,6092
798,,,D’animaux,,6094
799,,,De travaux et services incorporés aux produits,,6095
800,,,De fournitures non stockées,,6096
801,,,De marchandises,6097,6097
802,,,"Rabais, remises et ristournes non affectés",6098,6098
803,,external_service_expenses,Services extérieurs,61,61
804,,subcontracting_expenses,Sous-traitance générale,611,611
805,,leasing_expenses,Redevances de crédit-bail,612,612
806,,,Crédit-bail mobilier,6122,6122
807,,,Crédit-bail immobilier,6125,6125
808,,rent_expenses,Locations,613,613
809,,land_parcel_rent_expenses,Fermages et loyers du foncier,,6131
810,,equipment_rent_expenses,Locations de matériel,,6132
811,animal_rent_expenses,,Locations d’animaux,,6134
812,packaging_rent_expenses,,Malis sur emballages,6136,6136
813,other_rent_expenses,,Autres locations,,6138
814,,co_ownership_and_locative_expenses,Charges locatives et de copropriété,614,614
815,,land_parcel_locative_expenses,Charges locatives du foncier,,6141
816,,equipment_locative_expenses,Charges locatives du matériel,,6142
817,,animal_locative_expenses,Charges locatives des animaux,,6144
818,,,Autres charges locatives de copropriété,,6148
819,,maintenance_expenses,Entretien et réparations,615,615
820,,own_building_expenses,,6153,6153
821,,other_building_expenses,,6154,6154
822,,insurance_expenses,Primes d'assurances,616,616
823,,,Multirisques,6161,6161
824,,,Assurance obligatoire dommage construction,6162,6162
825,,,Assurance – transport (sur achats),,6163
826,,,Assurance – transport (sur ventes),,6164
827,,,Assurance – transport (sur autres biens),,6165
828,,exploitation_risk_insurance_expenses,Risques d’exploitation,,6166
829,,,Insolvabilité clients,,6167
830,,infirmity_and_death_insurance_expenses,Autres,,6168
831,,studies_and_research_expenses,Études et recherches,617,617
832,,other_expenses,Divers,618,618
833,,,Documentation générale,6181,6181
834,,,Documentation technique,6183,6183
835,,congress_and_symposium_expenses,"Frais de colloques, séminaires, conférences",6185,6185
836,,service_discount_and_reductions_expenses,"Rabais, remises et ristournes obtenus sur services extérieurs",619,619
837,,external_expenses,Autres services extérieurs,62,62
838,,external_staff_expenses,Personnel extérieur à l'entreprise,621,621
839,,,Personnel intérimaire,6211,6211
840,,,Personnel détaché ou prêté à l'entreprise,6214,6214
841,,fees_expenses,Rémunérations d'intermédiaires et honoraires,622,622
842,,,Commissions et courtages sur achats,6221,6221
843,,,Commissions et courtages sur ventes,6222,6222
844,,forwarding_agent_fees_expenses,Rémunérations des transitaires,,6223
845,,veterinary_fees_expenses,Honoraires vétérinaires,,6225
846,,other_fees_expenses,Autres honoraires,6226,6226
847,,,Frais d'actes et de contentieux,6227,6227
848,,,Divers,6228,6228
849,,advertising_expenses,"Publicité, publications, relations publiques",623,623
850,,advertisement_expenses,Annonces et insertions,6231,6231
851,,,Échantillons,6232,6232
852,,trade_show_expenses,Foires et expositions,6233,6233
853,,,Cadeaux à la clientèle,6234,6234
854,,,Primes,6235,6235
855,,catalog_and_print_expenses,Catalogues et imprimés,6236,6236
856,,,Publications,6237,6237
857,,,"Divers (pourboires, dons courants, …)",6238,6238
858,,transports_expenses,Transports de biens et transports collectifs du personnel,624,624
859,,,Transports sur achats,6241,6241
860,,,Transports sur ventes,6242,6242
861,,,Transports entre établissements ou chantiers,6243,6243
862,,,Transports administratifs,6244,6244
863,,,Transports collectifs du personnel,6247,6247
864,,,Divers,6248,6248
865,,travels_expenses,"Déplacements, missions et réceptions",625,625
866,,,Voyages et déplacements,6251,6251
867,,,Frais de déménagement,6255,6255
868,,,Missions,6256,6256
869,,,Réceptions,6257,6257
870,,telecommunications_expenses,Frais postaux et de télécommunications,626,626
871,,banks_services_expenses,Services bancaires et assimilés,627,627
872,,,"Frais sur titres (achat, vente, garde)",6271,6271
873,,,Commissions et frais sur émission d'emprunts,6272,6272
874,,,"Frais sur effets (commissions d’endos, etc.)",6275,6275
875,,,Location de coffres,6276,6276
876,,,Autres frais et commissions sur prestations de services,6278,6278
877,,professional_subscriptions_expenses,Divers,628,628
878,,,Cotisations professionnelles,,6281
879,,,Frais de recrutement de personnel,,6287
880,,,Autres services extérieurs divers,,6288
881,,,"Rabais, remises et ristournes obtenus sur autres services extérieurs",629,629
882,,taxes_expenses,"Impôts, taxes et versements assimilés",63,63
883,,government_payroll_tax_expenses,"Impôts, taxes et versements assimilés sur rémunérations (administrations des impôts)",631,631
884,,,Taxe sur les salaires,6311,6311
885,,,Taxe d'apprentissage,6312,6312
886,,,Participation des employeurs à la formation professionnelle continue,6313,6313
887,,,Cotisation pour défaut d'investissement obligatoire dans la construction,6314,6314
888,,,Autres,6318,6318
889,,other_entities_payroll_tax_expenses,"Impôts, taxes et versements assimilés sur rémunérations (autres organismes)",633,633
890,,,Versement de transport,6331,6331
891,,,Allocations logement,6332,6332
892,,,Participation des employeurs à la formation professionnelle continue,6333,6333
893,,,Participation des employeurs à l'effort de construction,6334,6334
894,,,Versements libératoires ouvrant droit à l'exonération de la taxe d'apprentissage,6335,6335
895,,,Autres,6338,6338
896,,products_specials_taxes,Taxes spécifiques sur les produits de l’exploitation,,634
897,products_specials_taxes_for_plant_products,,Produits végétaux,,6341
898,products_specials_taxes_for_animal_products,,Produits animaux,,6342
899,products_specials_taxes_for_processed_products,,Produits transformés,,6343
900,products_specials_taxes_for_animals,,Animaux,,6344
901,,,Autres produits,,6348
902,,government_tax_expenses,"Autres impôts, taxes et versements assimilés (administrations des impôts)",635,635
903,,,Contribution économique territoriale,,6351
904,,,Taxes foncières,,6352
905,,,Autres impôts locaux,,6353
906,,,Autres impôts directs (sauf impôts sur les sociétés),,6354
907,,,Taxes sur le chiffre d’affaire non récupérable,6352,6355
908,,,Impôts indirects,6353,6356
909,,,Droits d’enregistrement et de timbre,6354,6357
910,,,Autres droits,6358,6358
911,,other_entities_tax_expenses,"Autres impôts, taxes et versements assimilés (autres organismes)",637,637
912,,,Contribution sociale de solidarité à la charge des sociétés,6371,6371
913,,,Taxes perçues par les organismes publics internationaux,6372,6372
914,,,Impôts et taxes exigibles à l'étranger,6374,6374
915,,,Taxes diverses,6378,6378
916,,staff_expenses,Charges de personnel,64,64
917,,staff_remuneration,Rémunérations du personnel,641,641
918,,staff_salary,Salaires (personnel salarié),,6411
919,permanent_staff_salary,,Personnel permanent ou régulier,,64111
920,temporary_staff_salary,,Personnel temporaire ou occasionnel,,64115
921,associates_salary,,Rémunérations (associés d’exploitation),,6412
922,managing_associates_salary,associates_salary,"Rémunérations (administrateurs, gérants, associés)",,6413
923,paid_vacation,,Congés payés,6412,6415
924,,bonus_staff_expenses,Primes et gratifications,6413,6416
925,,,Indemnités et avantages divers,6414,6417
926,,,Avantages en nature,,6418
927,,owner_remuneration,Rémunération du travail de l'exploitant,644,644
928,,salary_social_contribution_expenses,Charges de sécurité sociale et de prévoyance,645,645
929,,,Cotisations à la Mutualité sociale agricole,,6451
930,,,Cotisations aux mutuelles,6452,6452
931,,,Cotisations aux caisses de retraites,6453,6453
932,,,Cotisations aux caisses de chômage,,6454
933,,,Cotisations aux autres organismes sociaux,6458,6458
934,,associate_social_contribution_expenses,Cotisations sociales personnelles de l'exploitant,646,646
935,,other_social_expenses,Autres charges sociales,647,647
936,,,Versements aux comités d'entreprise et d'établissement,6472,6472
937,,,Versements aux autres œuvres sociales,6474,6474
938,,,"Médecine du travail, pharmacie",6475,6475
939,,,Autres charges sociales diverses,,6478
940,,other_staff_expenses,Autres charges de personnel,648,648
941,,other_day_to_day_management_expenses,Autres charges de gestion courante,65,65
942,,licences_expenses,"Redevances pour concessions, brevets, licences, marques, procédés, logiciels, droits et valeurs similaires",651,651
943,,,Jetons de présence,653,653
944,,irrecoverable_losses_on_debt_obligation_expenses,Pertes sur créances irrécouvrables,654,654
945,,,Créances de l'exercice,6541,6541
946,,,Créances des exercices antérieurs,6544,6544
947,,shared_result_operations_expenses,Quote-part de résultat sur opérations faites en commun,655,655
948,,,Quote-part de bénéfice transférée (comptabilité du gérant),6551,6551
949,,,Quote-part de perte supportée (comptabilité des associés non gérants),6555,6555
950,,,Valeur comptable des éléments d’actif cédés,,656
951,,other_usual_running_expenses,Charges diverses de gestion courante,658,658
952,,financial_expenses,Charges financières,66,66
953,,loans_interests,Charges d'intérêts,661,661
954,,land_loans_interests,Emprunts fonciers,,6611
955,,long_term_loans_interests,Autres emprunts à moyen et long terme,,6612
956,,short_term_loans_interests,Emprunts à court terme,,6613
957,,campaigns_interests,Crédits bancaires de campagne,,6614
958,,,Intérêts des dettes rattachées à des participations à des organismes professionnels agricoles (autres que les établissements de crédit),,6615
959,,,Intérêts des dettes rattachées à d’autres participations,,6616
960,,,Intérêts du crédit fournisseur,,6617
961,,other_interests_expenses,Intérêts des autres dettes,6618,6618
962,,,Autres intérêts bancaires,,66181
963,,,Intérêts des comptes courants et dépôts créditeurs,,66182
964,,,Intérêts des obligations cautionnées,,66183
965,,other_various_interests_expenses,Intérêts des autres dettes,66188,66188
966,,participation_losses_on_debt_obligation_expenses,Pertes sur créances liées à des participations,664,664
967,,discount_granted_expenses,Escomptes accordés,665,665
968,,foreign_exchange_expenses,Pertes de change,666,666
969,,short_term_investment_transfer_expenses,Charges nettes sur cessions de valeurs mobilières de placement,667,667
970,,other_financial_expenses,Autres charges financières,668,668
971,,exceptional_expenses,Charges exceptionnelles,67,67
972,,management_operation_exceptional_expenses,Charges exceptionnelles sur opérations de gestion,671,671
973,penalties_on_stock_exchange_exceptional expenses,market_fine_exceptional_expenses,Pénalités sur marchés (et dédits payés sur achats et ventes),6711,6711
974,,fiscal_fine_exceptional_expenses,"Pénalités, amendes fiscales et pénales",6712,6712
975,,donation_exceptional_expenses,"Dons, libéralités",6713,6713
976,,,Créances devenues irrécouvrables dans l'exercice,6714,6714
977,,,Subventions accordées,6715,6715
978,,,Rappel d'impôts (autres qu'impôts sur les bénéfices),6717,6717
979,,,Autres charges exceptionnelles sur opérations de gestion,6718,6718
980,,previous_fiscal_year_expenses,"(Compte à la disposition des entités pour enregistrer, en cours d'exercice, les charges sur exercices antérieurs)",672,672
981,,,Charges exceptionnelles relatives aux pénalités statutaire,,673
982,,,Indemnités compensatrices (voir statuts types des sociétés coopératives agricoles),,6731
983,,,Pénalités subies en tant qu’associés défaillant (voir statuts types des sociétés coopératives agricoles),,6733
984,,,Frais de poursuite,,6735
985,,fixed_assets_values,Valeurs comptables des éléments d'actif cédés,675,675
986,,,Immobilisations incorporelles,6751,6751
987,,,Immobilisations corporelles (hors biens vivants),6752,6752
988,,,Immobilisations corporelles (biens vivants),,6754
989,,,Immobilisations financières,6756,6756
990,,,Autres charges exceptionnelles,678,678
991,,,Malis provenant de clauses d'indexation,6781,6781
992,,,Lots,6782,6782
993,,,Malis provenant du rachat par l'entreprise d'actions et obligations émises par elle-même,6783,6783
994,,,Charges exceptionnelles diverses,6788,6788
995,,depreciations_inputations_expenses,"Dotations aux amortissements, aux dépréciations et aux provisions (Règl. CRC 2005-9)",68,68
996,,exploitation_depreciations_inputations_expenses,"Dotations aux amortissements, aux dépréciations et aux provisions – Charges d'exploitation (Règl. CRC 2005-9)",681,681
997,,corporeals_and_incorporeals_depreciations_inputations_expenses,Dotations aux amortissements sur immobilisations incorporelles et corporelles,6811,6811
998,,incorporeals_depreciations_inputations_expenses,Immobilisations incorporelles,68111,68111
999,corporeal_depreciations_inputations_expenses,land_parcel_construction_depreciations_inputations_expenses,Immobilisations corporelles (hors biens vivants),68112,68112
1000,,building_depreciations_inputations_expenses,,68113,68113
1001,corporeal_depreciations_inputations_expenses_living_goods,animals_depreciations_inputations_expenses,Immobilisations corporelles (biens vivants),,68114
1002,,equipment_depreciations_inputations_expenses,,,68115
1003,,others_corporeals_depreciations_inputations_expenses,,,68118
1004,,,Dotations aux amortissements des charges d'exploitation à répartir,6812,6812
1005,,,Dotations aux provisions d'exploitation (Règl. CRC 2005-9),6815,6815
1006,,,Dotations pour dépréciations des immobilisations incorporelles et corporelles (Règl. CRC 2002-10),6816,6816
1007,,,Immobilisations incorporelles,68161,68161
1008,,,Immobilisations corporelles (hors biens vivants),68162,68162
1009,,,Immobilisations corporelles (biens vivants),,68164
1010,,,Dotations pour dépréciations des actifs circulants (Règl. CRC 2005-9),6817,6817
1011,,,Stocks et en-cours,68173,68173
1012,,,Créances,68174,68174
1013,,financial_depreciations_inputations_expenses,"Dotations aux amortissements, aux dépréciations et aux provisions – Charges financières (Règl. CRC 2005-9)",686,686
1014,,,Dotations aux amortissements des primes de remboursement des obligations,6861,6861
1015,,,Dotations aux provisions financières (Règl. CRC 2005-9),6865,6865
1016,,,Dotations pour dépréciations des éléments financiers (Règl. CRC 2005-9),6866,6866
1017,,,Immobilisations financières,68662,68662
1018,,,Valeurs mobilières de placement,68665,68665
1019,,,Autres dotations,6868,6868
1020,exceptional_depreciations_imputations_expenses,exceptionnal_depreciations_inputations_expenses,"Dotations aux amortissements, aux dépréciations et aux provisions – Charges exceptionnelles (Règl. CRC 2005-9)",687,687
1021,exceptional_depreciations_imputations_expenses_for_fixed_assets,,Dotations aux amortissements exceptionnels des immobilisations,6871,6871
1022,,,Dotations aux provisions réglementées (immobilisations),6872,6872
1023,,,Amortissements dérogatoires,68725,68725
1024,,,Dotations aux provisions réglementées (stocks),6873,6873
1025,,,Dotations aux autres provisions réglementées,6874,6874
1026,,,Dotations aux provisions exceptionnelles (Règl. CRC 2005-9),6875,6875
1027,,,Dotations pour dépréciations exceptionnelles (Règl. CRC 2002-10),6876,6876
1028,,employee_participation_and_income_taxes_and_assimilated_payments_expenses,Participation des salariés - Impôts sur les bénéfices et assimilés,69,69
1029,,employee_participation_expenses,Participation des salariés aux résultats,691,691
1030,,income_taxes_expenses,Impôts sur les bénéfices,695,695
1031,,,Impôts dus en France,6951,6951
1032,,,Impôts dus à l'étranger,6954,6954
1033,,flat_rate_taxes_expenses,Imposition forfaitaire annuelle des sociétés,,697
1034,,previous_product_deferral_expenses,Produits - Reports en arrière des déficits,699,699
1035,,revenues,Comptes de produits,7,7
1036,,,Ventes,,70
1037,,plant_derivatives_revenues,Ventes de produits végétaux,,701
1038,,animal_derivatives_revenues,Ventes de produits animaux,,702
1039,,processing_products_revenues,Ventes de produits transformés,,703
1040,,animal_revenues,Ventes d’animaux,,704
1041,,adult_animal_revenues,,,7041
1042,,young_animal_revenues,,,7042
1043,,other_animal_revenues,,,7045
1044,,residual_products_revenues,Ventes de produits résiduels,,705
1045,,services_revenues,Travaux à façon,,706
1046,,merchandising_revenues,Ventes de marchandises,707,707
1047,,product_accessory_revenues,Produits des activités annexes,708,708
1048,,discount_and_reductions_revenues,"Rabais, remises et ristournes accordés par l'entreprise",709,709
1049,,,Sur ventes de produits végétaux,,7091
1050,,,Sur ventes de produits animaux,,7092
1051,,,Sur ventes de produits transformés,,7093
1052,,,Sur ventes d’animaux,,7094
1053,,,Sur ventes de produits résiduels,,7095
1054,,,Sur travaux à façon,,7096
1055,,,Sur ventes de marchandises,7097,7097
1056,,,Sur produits des activités annexes,7098,7098
1057,,inventory_variations,"Variations d’inventaire : biens vivants, en-cours de production de biens et services, produits",,71
1058,,,Variations d’inventaire : animaux reproducteurs immobilisés,,712
1059,,adult_reproductor_animals_inventory_variations,Animaux reproducteurs (adultes),,7121
1060,,young_reproductor_animals_inventory_variations,Animaux reproducteurs (jeunes de renouvellement),,7122
1061,,product_inventory_variations,"Variations d’inventaire : biens vivants non immobilisés, en-cours de production de biens et services, produits",,713
1062,,long_cycle_animals_inventory_variations,Animaux (cycle long),,7131
1063,,short_cycle_animals_inventory_variations,Animaux (cycle court),,7132
1064,,long_cycle_vegetals_inventory_variations,Végétaux (cycle long),,7133
1065,,short_cycle_vegetals_inventory_variations,Végétaux (cycle court),,7134
1066,,long_cycle_product_inventory_variations,En-cours de production de biens ou de services (cycle long),,7135
1067,,short_cycle_product_inventory_variations,En-cours de production de biens ou de services (cycle court),,7136
1068,,products_inventory_variations,Produits,,7137
1069,,capitalized_revenues,Production immobilisée,72,72
1070,,incorporeal_asset_revenues,Production immobilisée – Immobilisations incorporelles,721,721
1071,corporeal_asset_revenues_except_livestock,corporeal_asset_revenues,Production immobilisée – Immobilisations corporelles (hors biens vivants),,722
1072,corporeal_asset_revenues_of_livestock,,Production immobilisée – Immobilisations corporelles (biens vivants),,724
1073,,home_consumption_production,Production autoconsommée,,726
1074,,partial_net_product_on_long_term_operation_revenues,,,73
1075,,exploitation_subsidies_and_compensations,Indemnités et subventions d’exploitation,,74
1076,insurance_compensations,,Indemnités d’assurance,,742
1077,,agricultural_disasters_compensations,Indemnités du fonds national de garantie des calamités agricoles,,743
1078,,other_compensations,Autres indemnités d’exploitation,,744
1079,,subsidies,Subventions d’exploitation,,745
1080,,plants_subsidies,Subventions aux produits,,7451
1081,,exploitation_subsidies,Subventions aux structures,,7452
1082,,revenue_subsidies,Subventions au revenu,,7453
1083,,animals_subsidies,,,7454
1084,,other_exploitation_subsidies,Autres subventions d’exploitation,,7458
1085,,other_day_to_day_management_revenues,Autres produits de gestion courante,75,75
1086,licenses_revenues,,"Redevances pour concessions, brevets, licences, marques, procédés, logiciels, droits et valeurs similaires",751,751
1087,,,Revenus des immeubles non affectés à des activités professionnelles,752,752
1088,,,"Jetons de présence, rémunérations et indemnités d'administrateurs, etc.",753,753
1089,,discount_from_cooperatives,Ristournes perçues des coopératives (provenant des excédents),754,754
1090,,,Quote-part de résultat sur opérations faites en commun,755,755
1091,,,Quote-part de perte transférée (comptabilité du gérant),7551,7551
1092,,,Quote-part de bénéfice attribuée (comptabilité des associés non – gérants),7555,7555
1093,,,Produits des cessions d’éléments d’actifs,756,756
1094,,other_usual_running_profits,Produits divers de gestion courante,758,758
1095,,financials_revenues,Produits financiers,76,76
1096,,participation_financials_revenues,Produits de participations,761,761
1097,,,Revenus des titres de participation,7611,7611
1098,,,Revenus des participations à des organismes professionnels agricoles (autres que les établissements de crédit),,7612
1099,,,Revenus sur autres formes de participation,7616,7616
1100,,,Revenus des créances rattachées à des participations,7617,7617
1101,,,Créances rattachées à des participations (groupe),76171,76171
1102,,,Créances rattachées à des participations à des organismes professionnels agricoles (autres que les établissements de crédit),,76172
1103,,,Sociétés coopératives agricoles (sauf Cuma),,761721
1104,,,Cuma,,761722
1105,,,Sica,,761724
1106,,,Autres,,761728
1107,,,Créances rattachées à des participations (hors groupe),76174,76174
1108,,,Versements représentatifs d'apports non capitalisés (appel de fonds),76175,76175
1109,,,Avances consolidables,76176,76176
1110,,other_financials_asset_revenues,Produits des autres immobilisations financières,762,762
1111,,,Revenus des titres immobilisés,7621,7621
1112,,,Revenus des prêts,7626,7624
1113,,,Revenus des autres créances immobilisées,7627,7627
1114,,other_debt_obligation_financials_revenues,Revenus des autres créances immobilisées,763,763
1115,,,Revenus des créances commerciales,7631,7631
1116,,,Revenus des créances diverses,7638,7638
1117,,short_term_investment_financials_revenues,Revenus des valeurs mobilières de placement,764,764
1118,,reductions,Escomptes obtenus,765,765
1119,,foreign_exchange_financials_revenues,Gains de change,766,766
1120,,short_term_investment_transfer_financials_revenues,Produits nets sur cessions de valeurs mobilières de placement,767,767
1121,,other_financials_revenues,Autres produits financiers,768,768
1122,,exceptional_revenues,Produits exceptionnels,77,77
1123,,management_operation_exceptional_revenues,Produits exceptionnels sur opérations de gestion,771,771
1124,,,Dédits et pénalités perçus sur achats et sur ventes,7711,7711
1125,,,Libéralités reçues,7713,7713
1126,,,Rentrées sur créances amorties,7714,7714
1127,,,Subventions d'équilibre,7715,7715
1128,,,Dégrèvements d'impôts autres qu'impôts sur les bénéfices,7717,7717
1129,,,Autres produits exceptionnels sur opérations de gestion,7718,7718
1130,,previous_fiscal_year_exceptional_revenues,"(Compte à la disposition des entités pour enregistrer, en cours d'exercice, les produits sur exercices antérieurs)",772,772
1131,,sales_assets_revenues,Produits des cessions d'éléments d'actif,775,775
1132,intangible_fixed_assets_revenues,,Immobilisations incorporelles,7751,7751
1133,tangible_fixed_assets_revenues_without_livestock,,Immobilisations corporelles (hors biens vivants),,7752
1134,tangible_fixed_assets_revenues_livestock,,Immobilisations corporelles (biens vivants),,7754
1135,,,Immobilisations financières,7756,7756
1136,,share_asset_subsidies,Quote-part des subventions d'investissement virée au résultat de l'exercice,777,777
1137,,various_exceptional_revenues,Autres produits exceptionnels,778,778
1138,,,Bonis provenant de clauses d'indexation,7781,7781
1139,,,Lots,7782,7782
1140,,,Bonis provenant du rachat par l'entreprise d'actions et d'obligations émises par elle-même,7783,7783
1141,,,Produits exceptionnels divers,7788,7788
1142,,depreciation_revenues,"Reprises sur amortissements, dépréciations et provisions (Règl. CRC 2005-9)",78,78
1143,,incorporeal_asset_depreciation_revenues,"Reprises sur amortissements, dépréciations et provisions (à inscrire dans les produits d'exploitation)",781,781
1144,,,Immobilisations corporelles (hors biens vivants),,78112
1145,,,Immobilisations corporelles (biens vivants),,78114
1146,,,Reprises sur provisions d'exploitation (Règl. CRC 2005-9),7815,7815
1147,,,Reprises sur dépréciations des immobilisations incorporelles et corporelles (Règl. CRC 2002-10),7816,7816
1148,,,Immobilisations incorporelles,78161,78161
1149,,,Immobilisations corporelles (hors biens vivants),,78162
1150,,,Immobilisations corporelles (biens vivants),,78164
1151,,,Reprises sur dépréciations des actifs circulants (Règl. CRC 2005-9),7817,7817
1152,,,Stocks et en-cours,78173,78173
1153,,,Créances,78174,78174
1154,,financial_asset_depreciation_revenues,Reprises sur provisions pour risques et dépréciations (à inscrire dans les produits financiers) (Règl. CRC 2005-9),786,786
1155,,,Reprises sur provisions financières (Règl. CRC 2005-9),7865,7865
1156,,,Reprises sur dépréciations des éléments financiers (Règl. CRC 2005-9),7866,7866
1157,,,Immobilisations financières,78662,78662
1158,,,Valeurs mobilières de placements,78665,78665
1159,exceptional_depreciations_inputations_revenues,,Reprises sur provisions et dépréciations (à inscrire dans les produits exceptionnels) (Règl. CRC 2005-9),,787
1160,exceptional_depreciations_inputations_revenues,exceptionnal_incorporeal_asset_depreciation_revenues,Reprises sur provisions et dépréciations (à inscrire dans les produits exceptionnels) (Règl. CRC 2005-9),787,
1161,,,Reprises sur provisions réglementées (immobilisations),7872,7872
1162,,,Amortissements dérogatoires,78725,78725
1163,,,Provision spéciale de réévaluation,78726,78726
1164,,,Plus-values réinvesties,78727,78727
1165,,,Reprises sur provisions réglementées (stocks),7873,7873
1166,,,Reprises sur autres provisions réglementées,7874,7874
1167,,,Reprises sur autres provisions réglementées (Règl. CRC 2005-9),7875,7875
1168,,,Reprises sur dépréciations exceptionnelles (Règl. CRC 2002-10),7876,7876
1169,,transfer_revenues,Transferts de charges,79,79
1170,,exploitation_expenses_transfers,Transferts de charges d'exploitation,791,791
1171,,financial_charge_transfer_revenues,Transferts de charges financières,796,796
1172,exceptional_charge_transfer_revenues,exceptionnal_charge_transfer_revenues,Transferts de charges exceptionnelles,797,797
1173,Equity_warrants,,Bons de souscription d'actions,1045,
1174,difference_on_equity_accounted_investments,,Écart d'équivalence,107,
1175,state_equipment_grants,,Subventions d'équipement de l’État,1311,
1176,region_equipment_grants,,Subventions d'équipement des régions,1312,
1177,department_equipment_grants,,Subventions d'équipement des départements,1313,
1178,municipalities_equipment_grants,,Subventions d'équipement des communes,1314,
1179,public_authorities_equipment_grants,,Subventions d'équipement des collectivités publiques,1315,
1180,public_enterprises_equipment_grants,,Subventions d'équipement des entreprises publiques,1316,
1181,enterprise_and_private_bodies_equipment_grants,,Subventions d'équipement des entreprises et organismes privés,1317,
1182,other_equipment_grants_from_other_entity,,Subventions d’équipement autre,1318,
1183,state_investment_grants,,Subventions d'investissement de l’État,1381,
1184,regions_investment_grants,,Subventions d'investissement des régions,1382,
1185,departments_investment_grants,,Subventions d'investissement des départements,1383,
1186,municipalities_investment_grants,,Subventions d'investissement des communes,1384,
1187,public_authorities_investment_grants,,Subventions d'investissement des collectivités publiques,1385,
1188,public_enterprises_investment_grants,,Subventions d'investissement des entreprises publiques,1386,
1189,enterprise_and_private_bodies_investment_grants,,Subventions d'investissement des entreprises et organismes privés,1387,
1190,other_investment_grants_from_other_entity,,Subventions d’investissement autre,1388,
1191,state_equipment_grants_credited_to_the_profit_and_loss_account,,Subventions d'équipement de l’État inscrites au compte de résultat,13911,
1192,region_equipment_grants_credited_to_the_profit_and_loss_account,,Subventions d'équipement des régions inscrites au compte de résultat,13912,
1193,department_equipment_grants_credited_to_the_profit_and_loss_account,,Subventions d'équipement des départements inscrites au compte de résultat,13913,
1194,municipalities_equipment_grants_credited_to_the_profit_and_loss_account,,Subventions d'équipement des communes inscrites au compte de résultat,13914,
